Item_ID	Sentence	Partitive	SentenceLength
27358:66	i remembering *-2 reading a few cases about that when it, when some people first tried that *t*-1	no	18
27515:40	and, uh, and, in fact she put some right ba-,	no	10
27536:16	and then they wanted some gray * to do the, *-1 to do the trim.	no	15
27714:77	but the, the interesting thing is 0 that paint we wound up *-1 having *-2 to go back and scrape some of that away	yes	24
27784:137	i think 0 with, in a way one could talk about simon and garfunkel that way because they do tend, uh, *-1 to have a dramatic or story approach to their music, uh, usually tend *-2 to have some good or bad moral to it.	no	45
27803:14	i listen to some country and western	no	7
27810:100	but when i do play, uh, and begin *-4 to reacquire skills *t*-5 i inevitably fall in love with country western music which *t*-1 tends *-2 to be in some ways easy 0 * to play *t*-3 for a, for a new piano player.	no	44
27827:8	for some reason there's, there's not a whole lot of his stuff that i'm real crazy about *t*-5,	no	21
27828:16	but he does have some things.	no	6
27829:11	chicago had some things,	no	4
27833:47	uh, and i think 0 even electric light orchestra had some, some real, um, influences by classical music	no	18
27838:29	i find it *exp*-2 very interesting that some television shows that i enjoy *t*-1 i particularly like the music.	no	19
27895:38	i usually get to the point where i can play some of my favorite themes *t*-1	yes	16
27940:52	i just, you know, i can just drift off into some other world *-3 just listening to that for hours if i ever have the time 0 * to do that *t*-2,	no	32
28139:163	because if, if i had been allowed *-1 to work, you know, maybe thirty hours a week instead of fifty hours a week, i might still be working basically full time or part time, if there was, if there had been some way 0 *-3 to work it out *t*-2,	no	50
28305:5	some kids are really having it.	no	6
28311:20	un, you know some time day care is really good,	no	10
28366:25	some of the, some of the women's roles, i think 0 *t*-2, are almost for the worse, because we're losing out on some things, *-1 going back to work,	yes	31
28366:97	some of the, some of the women's roles, i think 0 *t*-2, are almost for the worse, because we're losing out on some things, *-1 going back to work,	no	31
28617:29	and we, uh, got a quote on some laser printers *ich*-1 the other day at six hundred dollars.	no	18
28732:27	and the guys that, some of the guys that *t*-1 run this place are very tight	yes	16
28754:51	i used *-1 to do a lot of basketball and running and volleyball until i had some knee surgery last fall.	no	21
29195:22	they need *-1 to put some sternness back into the, into the teachers and let them be able *-2 to, uh, get the old whip out and get some discipline.	no	30
29195:103	they need *-1 to put some sternness back into the, into the teachers and let them be able *-2 to, uh, get the old whip out and get some discipline.	no	30
29198:51	then it comes down to what you said *t*-1 before though about them being some of the lowest paid public, you know, public service, employees that there are *t*-2,	yes	29
29226:97	goodness gracious, if we would, uh, plan our expressways a little better, that ten dollars for the bridges and the roads, we'd cut that in half and get some teachers	no	31
29245:55	i, uh, i think 0 we both agree 0 there's some problems there	no	14
29320:36	so here lately with all the middle eastern news we've had some very interesting conversations over lunch.	no	18
29366:36	and they go back and forth, where everyone's giving some opinions *t*-1	no	13
29390:27	and, and they shed some light on what *t*-1 was going on for me.	no	14
29395:70	um, it, it, it *exp*-3 was very interesting that it seemed like some of the commentators had their axe 0 * to grind *t*-1, you know,	yes	26
29396:12	there were some that *t*-1 were screaming for air power,	no	10
29397:12	there were some that *t*-1 were saying 0 the air power wasn't going *-2 to do it.	no	18
29555:18	and the other one has some weird ones that i've never heard of *t*-1.	no	15
29611:26	people say * let me see some of your work.	yes	10
29649:11	i did some needlepoint years ago,	no	6
29748:14	i've seen some,	no	4
29772:26	there's bound *-1 to be some kind of fabric stiffener like that that *t*-2's very similar that *t*-3's not going *-4 to melt too much with, uh, uh, high humidity, in a room,	no	36
29936:8	but some things, especially letters, if they suggest certain colors for letters, i just go with whatever i want *-1 to *?* *t*-2.	no	24
30053:200	i know 0 when i travel *t*-1, or when i used *-2 to travel overseas quite a bit *t*-3, what i would do *t*-4 on my american express card is before i would, before i left i would mail a check to, to american express and, you know, have some idea of how much *t*-5 was there, you know,	no	59
30223:41	i, i've been doing it for twenty some odd years.	no	11
30326:27	we have, you know, used some of it for some personal things.	yes	12
30326:39	we have, you know, used some of it for some personal things.	no	12
30363:74	then, you know, then, we thought, well we can use it for, you know, some personal things.	no	17
30373:28	and, you know, it's got some stuff on it.	no	10
30374:49	it's got a nice little word processing software on it, you know, and some budgeting type things and stuff.	no	20
30428:39	there are some definitely, some, some advantages to it.	no	9
30439:14	and we have some education programs that he likes *t*-1.	no	10
30532:36	i mean, and then of course you have some changes 0 * to make *t*-1, and do the whole thing over.	no	21
30614:74	so. anyway, maybe, you know, maybe it'll, it'll help in some way,	no	14
30622:38	well, i would like *-1 to get one at home some day.	no	12
30624:22	and so, you know, some day i would like *-1 to get, even just like the video tell, or something like that, you know,	no	24
30750:94	he was, he's of course, uh, i guess 0 he's trained in this, uh, martial arts of some sort,	no	21
30806:60	it was really, i mean the hollywood really must think 0 there's some real dummies out there or something.	no	20
30921:13	but they changed some things in the movie.	no	8
30973:38	but he, he gets involved *-1 in some sort of bad dealings with somebody	no	14
31014:9	in some of those, you know, they, i guess they retitled some movies that *t*-1 were going *-2 to be about lebanese and, and, you know, and, and americans	yes	29
31014:60	in some of those, you know, they, i guess they retitled some movies that *t*-1 were going *-2 to be about lebanese and, and, you know, and, and americans	no	29
31115:59	and, uh, you know, i, i've, in hindsight, seen some things that i wished that, you know, i had done something about *t*-1 that *t*-3 was, you know, within my power or, uh, you know, wish that in some ways we, as parents, had more control over what *t*-2's happening up there, you know, type thing.	no	58
31115:171	and, uh, you know, i, i've, in hindsight, seen some things that i wished that, you know, i had done something about *t*-1 that *t*-3 was, you know, within my power or, uh, you know, wish that in some ways we, as parents, had more control over what *t*-2's happening up there, you know, type thing.	no	58
31131:48	but, uh, still i, i questioned the ability of some of the teachers * to, uh, really do a bang-up job,	yes	21
31191:38	and i would imagine 0 their learning disabilities are quite large in some cases.	no	14
31208:111	are the rest of us who *t*-1 went for the big bucks, you know, staying out of, you know, where maybe we should be kind of socially obligated *-2 to spend some time *-4 teaching or something with these kids *t*-3?	no	41
31215:25	maybe there need *-1 to be some radical changes made *.	no	11
31216:12	* do some things that *t*-1 are totally different and unheard of.	no	12
31255:86	and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought 0 it had some nice, well thought out, uh, parts to it.	no	33
31414:30	i agree that, that some innocent person might be victimized *-1, by a false test,	no	15
31418:40	but i would think that, um, that some guidelines could be set *-1 up * to avoid that.	no	18
31427:43	on the other hand, um, i think 0 there's certainly some professions that *t*-1 ought *-2 to be tested *-3 because of the, of their responsibility for the public welfare, and certainly people in, uh, industries, well, the transportation industry, for spe-, uh, you know, specifically.	no	47
31471:13	and it takes some drastic steps at this point.	no	9
31560:36	and there needs *-1 to be some, some measure of, uh, certainty before anything drastic happens.	no	16
